source_type,source_name,source_path,node_path,layout_kind,anchor_min,anchor_max,anchored_position,size_delta,children_count
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeChristMas (1),fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": -418.0}","{""x"": 1655.45, ""y"": 2314.2402}",2
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1655.45, ""y"": 2314.2402}",1
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1655.45, ""y"": 2314.2402}",1
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeC,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1655.45, ""y"": 2314.2402}",1
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeD,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1655.45, ""y"": 2314.2402}",1
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeE,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1655.45, ""y"": 2314.2402}",1
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeF,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1655.45, ""y"": 2314.2402}",1
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeG,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1655.45, ""y"": 2314.2402}",1
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects,fixed_anchor,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 1506.4595, ""y"": 2105.9587}",9
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/Black,large_panel,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 1.0}","{""x"": -730.0, ""y"": 0.0}","{""x"": 1200.0, ""y"": 400.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/Black (1),large_panel,"{""x"": 0.5, ""y"": 0.0}","{""x"": 0.5, ""y"": 1.0}","{""x"": 730.0, ""y"": 0.0}","{""x"": 1200.0, ""y"": 400.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeNormal/SpinePos,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 36.34, ""y"": -1400.0}","{""x"": 100.0, ""y"": 100.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeChristMas (1)/SpinePos,fixed_anchor,"{""x"": 0.5, ""y"": 0.5}","{""x"": 0.5, ""y"": 0.5}","{""x"": 36.34, ""y"": -1500.0}","{""x"": 100.0, ""y"": 100.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/Curtain_R,mixed,"{""x"": 0.5, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 190.0, ""y"": 0.0}","{""x"": 190.0, ""y"": 0.0}",5
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/Curtain_L,mixed,"{""x"": 0.0, ""y"": 0.0}","{""x"": 0.5, ""y"": 1.0}","{""x"": -190.0, ""y"": 0.0}","{""x"": 190.0, ""y"": 0.0}",5
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer0,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer1,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer2,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer3,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer4,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer5,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer6,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer7,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer8,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer9,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer10,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer11,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer12,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer13,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer14,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer15,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer16,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer17,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer18,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer19,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer20,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer21,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer22,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer23,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer24,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer25,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer26,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer27,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer28,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer29,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer30,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer31,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer32,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer33,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer34,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer35,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer36,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer37,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer38,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer39,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeA/SkeletonGraphic (kokomi_Loading)/Renderer40,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer0,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer1,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer2,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer3,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer4,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer5,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer6,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer7,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer8,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer9,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer10,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer11,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer12,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer13,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer14,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer15,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer16,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer17,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer18,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer19,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer20,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer21,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer22,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
prefab,UISceneLoading,Assets/Resources/prefabs/ui/UISceneLoading.prefab,UISceneLoading/SceneObjects/TypeB/SkeletonGraphic (Aku_Loading)/Renderer23,full_stretch,"{""x"": 0.0, ""y"": 0.0}","{""x"": 1.0, ""y"": 1.0}","{""x"": 0.0, ""y"": 0.0}","{""x"": 0.0, ""y"": 0.0}",0
